epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
1,310.361,1.17737,7.91758,0.51363,0.58016,0.01328,10.3383,0.82612,0.70848,0.78182,0.46537,0.0933,0.06316,0.01336,0.00206,1.48354,6.87289,0.24271,0.90184,0.02418,0,0.000666033,0.000666033,0.000666033
2,602.301,0.9134,5.53865,0.32197,0.38341,0.0096,5.87391,0.92405,0.81662,0.8871,0.66583,0.60536,0.41755,0.3841,0.08029,0.92684,4.80041,0.16205,0.50027,0.0138,0,0.000673013,0.000673013,0.000673013
