epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
89,7986.85,0.44139,1.20143,0.10758,0.1784,0.00452,0.19091,0.95057,0.83569,0.91163,0.69926,0.70757,0.55993,0.59498,0.19245,0.86516,4.01695,0.0883,0.51786,0.01221,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,8293.61,0.43619,1.17185,0.10624,0.17573,0.00446,0.16936,0.95088,0.83787,0.91171,0.69899,0.70932,0.56255,0.59824,0.19218,0.86557,4.01397,0.08802,0.51467,0.01223,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,8598.19,0.3383,0.84528,0.06364,0.1268,0.00419,0.3568,0.95128,0.83828,0.913,0.70051,0.71796,0.56016,0.60243,0.19512,0.86618,4.01176,0.08721,0.50985,0.01222,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,8901.51,0.32326,0.81648,0.06203,0.11792,0.00397,0.29959,0.95548,0.8371,0.91575,0.70625,0.71817,0.55902,0.60853,0.19747,0.86734,4.01796,0.08575,0.51411,0.01224,0,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,9204.8,0.32124,0.80926,0.06148,0.12052,0.00394,0.28127,0.95383,0.83884,0.91881,0.71046,0.72512,0.55421,0.61208,0.20041,0.86831,4.01787,0.08453,0.51495,0.01227,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,9509.79,0.31713,0.78707,0.06036,0.11739,0.00386,0.2654,0.95572,0.8388,0.92046,0.71306,0.72346,0.55203,0.61549,0.20202,0.8674,4.01887,0.0839,0.51536,0.01224,0,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,9815.76,0.31498,0.79332,0.06055,0.11703,0.00387,0.25424,0.95349,0.83903,0.92106,0.71424,0.73029,0.54927,0.61868,0.20308,0.86719,4.02335,0.08323,0.51545,0.01224,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,10119.9,0.30849,0.76772,0.05929,0.11106,0.00379,0.22734,0.95604,0.83816,0.92277,0.71684,0.72644,0.55087,0.62219,0.20342,0.86397,4.02804,0.08278,0.51662,0.01217,0,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,10425.1,0.30416,0.73772,0.0583,0.11053,0.00372,0.21193,0.95509,0.83883,0.92307,0.71791,0.72559,0.55043,0.62185,0.20347,0.86378,4.02935,0.08241,0.51791,0.01216,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,10728.3,0.3016,0.73722,0.05841,0.10887,0.00366,0.19165,0.95525,0.84034,0.92426,0.71911,0.71087,0.55873,0.62233,0.20446,0.86276,4.03304,0.08212,0.51747,0.01215,0,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,11034.3,0.29601,0.73664,0.05765,0.1078,0.00361,0.15953,0.95602,0.84049,0.92407,0.72014,0.71383,0.55829,0.62418,0.20504,0.86138,4.03355,0.08194,0.51739,0.01212,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,11337,0.29281,0.72683,0.05703,0.10531,0.00357,0.16236,0.95549,0.84047,0.92448,0.72051,0.70408,0.56455,0.62397,0.20438,0.86091,4.03861,0.08162,0.51639,0.01213,0,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
